"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Texas"	"48"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	888	99589	891.7
	"Texas"	"48"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	1186	90140	1315.7
	"Texas"	"48"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	1240	71415	1736.3
	"Texas"	"48"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	1487	56604	2627.0
	"Texas"	"48"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	1820	43914	4144.5
	"Texas"	"48"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	2090	31914	6548.9
	"Texas"	"48"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	1978	Not Applicable	Not Applicable
	"Texas"	"48"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	1410	Not Applicable	Not Applicable
	"Texas"	"48"	"Micropolitan (non-metro)"	"5"	"95-99 years"	"95-99"	555	Not Applicable	Not Applicable
	"Texas"	"48"	"Micropolitan (non-metro)"	"5"	"100+ years"	"100+"	132	Not Applicable	Not Applicable
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"< 1 year"	"1"	105	17611	596.2
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"1-4 years"	"1-4"	33	72872	45.3
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"5-9 years"	"5-9"	19	91498	Unreliable
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"10-14 years"	"10-14"	16	94510	Unreliable
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"15-19 years"	"15-19"	67	93591	71.6
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"20-24 years"	"20-24"	102	78672	129.7
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"25-29 years"	"25-29"	103	80338	128.2
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"30-34 years"	"30-34"	130	78398	165.8
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"35-39 years"	"35-39"	163	76881	212.0
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"40-44 years"	"40-44"	224	82622	271.1
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"45-49 years"	"45-49"	407	94420	431.1
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"50-54 years"	"50-54"	678	101407	668.6
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"55-59 years"	"55-59"	897	96868	926.0
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"60-64 years "	"60-64"	1163	92790	1253.4
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	1394	78455	1776.8
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"70-74 years"	"70-74"	1647	62671	2628.0
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"75-79 years"	"75-79"	1901	48124	3950.2
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	2188	34201	6397.5
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	2121	Not Applicable	Not Applicable
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"90-94 years"	"90-94"	1521	Not Applicable	Not Applicable
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"95-99 years"	"95-99"	657	Not Applicable	Not Applicable
	"Texas"	"48"	"NonCore (non-metro)"	"6"	"100+ years"	"100+"	130	Not Applicable	Not Applicable
	"Utah"	"49"	"Large Central Metro"	"1"	"< 1 year"	"1"	84	17899	469.3
	"Utah"	"49"	"Large Central Metro"	"1"	"1-4 years"	"1-4"	15	72633	Unreliable
	"Utah"	"49"	"Large Central Metro"	"1"	"10-14 years"	"10-14"	20	80795	24.8
	"Utah"	"49"	"Large Central Metro"	"1"	"15-19 years"	"15-19"	35	73000	47.9
	"Utah"	"49"	"Large Central Metro"	"1"	"20-24 years"	"20-24"	86	80454	106.9
	"Utah"	"49"	"Large Central Metro"	"1"	"25-29 years"	"25-29"	84	91067	92.2
	"Utah"	"49"	"Large Central Metro"	"1"	"30-34 years"	"30-34"	83	89729	92.5
	"Utah"	"49"	"Large Central Metro"	"1"	"35-39 years"	"35-39"	92	73396	125.3
	"Utah"	"49"	"Large Central Metro"	"1"	"40-44 years"	"40-44"	126	65596	192.1
	"Utah"	"49"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	182	61588	295.5
	"Utah"	"49"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	289	61932	466.6
	"Utah"	"49"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	316	56026	564.0
	"Utah"	"49"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	393	45227	868.9
	"Utah"	"49"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	405	30408	1331.9
	"Utah"	"49"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	450	21536	2089.5
	"Utah"	"49"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	561	15943	3518.8
	"Utah"	"49"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	723	12566	5753.6
	"Utah"	"49"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	916	Not Applicable	Not Applicable
	"Utah"	"49"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	623	Not Applicable	Not Applicable
	"Utah"	"49"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	198	Not Applicable	Not Applicable
	"Utah"	"49"	"Large Central Metro"	"1"	"100+ years"	"100+"	35	Not Applicable	Not Applicable
	"Utah"	"49"	"Large Fringe Metro"	"2"	"45-49 years"	"45-49"	22	3359	655.0
	"Utah"	"49"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	21	2865	733.0
	"Utah"	"49"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	22	2308	953.2
	"Utah"	"49"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	24	1526	1572.7
	"Utah"	"49"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	31	1142	2714.5
	"Utah"	"49"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	32	795	4025.2
	"Utah"	"49"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	40	593	6745.4
	"Utah"	"49"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	38	Not Applicable	Not Applicable
	"Utah"	"49"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	19	Not Applicable	Not Applicable
	"Utah"	"49"	"Medium Metro"	"3"	"< 1 year"	"1"	138	22580	611.2
	"Utah"	"49"	"Medium Metro"	"3"	"1-4 years"	"1-4"	28	93671	29.9
	"Utah"	"49"	"Medium Metro"	"3"	"5-9 years"	"5-9"	10	111318	Unreliable
	"Utah"	"49"	"Medium Metro"	"3"	"10-14 years"	"10-14"	15	102023	Unreliable
	"Utah"	"49"	"Medium Metro"	"3"	"15-19 years"	"15-19"	35	97383	35.9
	"Utah"	"49"	"Medium Metro"	"3"	"20-24 years"	"20-24"	68	105751	64.3
	"Utah"	"49"	"Medium Metro"	"3"	"25-29 years"	"25-29"	70	89234	78.4
	"Utah"	"49"	"Medium Metro"	"3"	"30-34 years"	"30-34"	85	90768	93.6
	"Utah"	"49"	"Medium Metro"	"3"	"35-39 years"	"35-39"	90	72681	123.8
	"Utah"	"49"	"Medium Metro"	"3"	"40-44 years"	"40-44"	97	62365	155.5
	"Utah"	"49"	"Medium Metro"	"3"	"45-49 years"	"45-49"	165	57627	286.3
	"Utah"	"49"	"Medium Metro"	"3"	"50-54 years"	"50-54"	226	57854	390.6
	"Utah"	"49"	"Medium Metro"	"3"	"55-59 years"	"55-59"	301	49985	602.2
	"Utah"	"49"	"Medium Metro"	"3"	"60-64 years "	"60-64"	318	40803	779.4
	"Utah"	"49"	"Medium Metro"	"3"	"65-69 years"	"65-69"	317	29326	1081.0
	"Utah"	"49"	"Medium Metro"	"3"	"70-74 years"	"70-74"	399	21638	1844.0
	"Utah"	"49"	"Medium Metro"	"3"	"75-79 years"	"75-79"	587	17500	3354.3
	"Utah"	"49"	"Medium Metro"	"3"	"80-84 years"	"80-84"	815	12748	6393.2
	"Utah"	"49"	"Medium Metro"	"3"	"85-89 years"	"85-89"	909	Not Applicable	Not Applicable
	"Utah"	"49"	"Medium Metro"	"3"	"90-94 years"	"90-94"	673	Not Applicable	Not Applicable
	"Utah"	"49"	"Medium Metro"	"3"	"95-99 years"	"95-99"	221	Not Applicable	Not Applicable
	"Utah"	"49"	"Medium Metro"	"3"	"100+ years"	"100+"	37	Not Applicable	Not Applicable
	"Utah"	"49"	"Small Metro"	"4"	"< 1 year"	"1"	28	4745	590.1
	"Utah"	"49"	"Small Metro"	"4"	"15-19 years"	"15-19"	15	21097	Unreliable
	"Utah"	"49"	"Small Metro"	"4"	"20-24 years"	"20-24"	18	25427	Unreliable
	"Utah"	"49"	"Small Metro"	"4"	"25-29 years"	"25-29"	15	18781	Unreliable
	"Utah"	"49"	"Small Metro"	"4"	"30-34 years"	"30-34"	14	17626	Unreliable
	"Utah"	"49"	"Small Metro"	"4"	"35-39 years"	"35-39"	18	13875	Unreliable
	"Utah"	"49"	"Small Metro"	"4"	"40-44 years"	"40-44"	22	12200	180.3
	"Utah"	"49"	"Small Metro"	"4"	"45-49 years"	"45-49"	26	11496	226.2
	"Utah"	"49"	"Small Metro"	"4"	"50-54 years"	"50-54"	45	12218	368.3
	"Utah"	"49"	"Small Metro"	"4"	"55-59 years"	"55-59"	58	11777	492.5
	"Utah"	"49"	"Small Metro"	"4"	"60-64 years "	"60-64"	82	11423	717.8
	"Utah"	"49"	"Small Metro"	"4"	"65-69 years"	"65-69"	82	9768	839.5
	"Utah"	"49"	"Small Metro"	"4"	"70-74 years"	"70-74"	129	8430	1530.2
	"Utah"	"49"	"Small Metro"	"4"	"75-79 years"	"75-79"	187	6600	2833.3
	"Utah"	"49"	"Small Metro"	"4"	"80-84 years"	"80-84"	262	4860	5390.9
	"Utah"	"49"	"Small Metro"	"4"	"85-89 years"	"85-89"	289	Not Applicable	Not Applicable
	"Utah"	"49"	"Small Metro"	"4"	"90-94 years"	"90-94"	221	Not Applicable	Not Applicable
	"Utah"	"49"	"Small Metro"	"4"	"95-99 years"	"95-99"	63	Not Applicable	Not Applicable
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"< 1 year"	"1"	15	2666	Unreliable
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"15-19 years"	"15-19"	10	13362	Unreliable
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"20-24 years"	"20-24"	12	12704	Unreliable
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"25-29 years"	"25-29"	17	11312	Unreliable
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"30-34 years"	"30-34"	22	11351	193.8
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"35-39 years"	"35-39"	19	10032	Unreliable
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"40-44 years"	"40-44"	28	9672	289.5
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"45-49 years"	"45-49"	28	9659	289.9
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"50-54 years"	"50-54"	43	10624	404.7
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	71	9543	744.0
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	49	7773	630.4
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	77	5612	1372.1
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	86	3947	2178.9
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	86	2759	3117.1
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	131	1901	6891.1
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	115	Not Applicable	Not Applicable
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	120	Not Applicable	Not Applicable
	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	"95-99 years"	"95-99"	34	Not Applicable	Not Applicable
	"Utah"	"49"	"NonCore (non-metro)"	"6"	"< 1 year"	"1"	16	2237	Unreliable
	"Utah"	"49"	"NonCore (non-metro)"	"6"	"25-29 years"	"25-29"	18	8617	Unreliable
	"Utah"	"49"	"NonCore (non-metro)"	"6"	"30-34 years"	"30-34"	17	9442	Unreliable
	"Utah"	"49"	"NonCore (non-metro)"	"6"	"35-39 years"	"35-39"	10	8063	Unreliable
	"Utah"	"49"	"NonCore (non-metro)"	"6"	"40-44 years"	"40-44"	19	7150	Unreliable
	"Utah"	"49"	"NonCore (non-metro)"	"6"	"45-49 years"	"45-49"	25	7877	317.4
	"Utah"	"49"	"NonCore (non-metro)"	"6"	"50-54 years"	"50-54"	42	8830	475.7
	"Utah"	"49"	"NonCore (non-metro)"	"6"	"55-59 years"	"55-59"	50	8493	588.7
	"Utah"	"49"	"NonCore (non-metro)"	"6"	"60-64 years "	"60-64"	83	7807	1063.1
	"Utah"	"49"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	73	6194	1178.6
	"Utah"	"49"	"NonCore (non-metro)"	"6"	"70-74 years"	"70-74"	95	4791	1982.9
	"Utah"	"49"	"NonCore (non-metro)"	"6"	"75-79 years"	"75-79"	122	3434	3552.7
	"Utah"	"49"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	157	2500	6280.0
	"Utah"	"49"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	144	Not Applicable	Not Applicable
	"Utah"	"49"	"NonCore (non-metro)"	"6"	"90-94 years"	"90-94"	120	Not Applicable	Not Applicable
	"Utah"	"49"	"NonCore (non-metro)"	"6"	"95-99 years"	"95-99"	51	Not Applicable	Not Applicable
	"Vermont"	"50"	"Small Metro"	"4"	"20-24 years"	"20-24"	13	19681	Unreliable
	"Vermont"	"50"	"Small Metro"	"4"	"25-29 years"	"25-29"	13	13927	Unreliable
	"Vermont"	"50"	"Small Metro"	"4"	"35-39 years"	"35-39"	14	12367	Unreliable
	"Vermont"	"50"	"Small Metro"	"4"	"40-44 years"	"40-44"	31	14629	211.9
	"Vermont"	"50"	"Small Metro"	"4"	"45-49 years"	"45-49"	35	15885	220.3
	"Vermont"	"50"	"Small Metro"	"4"	"50-54 years"	"50-54"	55	17168	320.4
	"Vermont"	"50"	"Small Metro"	"4"	"55-59 years"	"55-59"	80	14960	534.8
	"Vermont"	"50"	"Small Metro"	"4"	"60-64 years "	"60-64"	101	12291	821.7
	"Vermont"	"50"	"Small Metro"	"4"	"65-69 years"	"65-69"	110	8255	1332.5
	"Vermont"	"50"	"Small Metro"	"4"	"70-74 years"	"70-74"	99	5673	1745.1
	"Vermont"	"50"	"Small Metro"	"4"	"75-79 years"	"75-79"	158	4327	3651.5
	"Vermont"	"50"	"Small Metro"	"4"	"80-84 years"	"80-84"	188	3527	5330.3
	"Vermont"	"50"	"Small Metro"	"4"	"85-89 years"	"85-89"	227	Not Applicable	Not Applicable
	"Vermont"	"50"	"Small Metro"	"4"	"90-94 years"	"90-94"	171	Not Applicable	Not Applicable
	"Vermont"	"50"	"Small Metro"	"4"	"95-99 years"	"95-99"	70	Not Applicable	Not Applicable
	"Vermont"	"50"	"Small Metro"	"4"	"100+ years"	"100+"	13	Not Applicable	Not Applicable
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"< 1 year"	"1"	16	2295	Unreliable
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"15-19 years"	"15-19"	13	16431	Unreliable
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"20-24 years"	"20-24"	10	14082	Unreliable
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"25-29 years"	"25-29"	15	13235	Unreliable
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"30-34 years"	"30-34"	11	12836	Unreliable
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"35-39 years"	"35-39"	16	13085	Unreliable
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"40-44 years"	"40-44"	36	16196	222.3
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"45-49 years"	"45-49"	62	19413	319.4
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"50-54 years"	"50-54"	82	21759	376.9
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	118	21083	559.7
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	155	19329	801.9
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	195	13639	1429.7
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	208	9774	2128.1
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	285	7474	3813.2
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	364	5780	6297.6
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	416	Not Applicable	Not Applicable
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	308	Not Applicable	Not Applicable
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"95-99 years"	"95-99"	135	Not Applicable	Not Applicable
	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	"100+ years"	"100+"	31	Not Applicable	Not Applicable
	"Vermont"	"50"	"NonCore (non-metro)"	"6"	"25-29 years"	"25-29"	11	8302	Unreliable
	"Vermont"	"50"	"NonCore (non-metro)"	"6"	"30-34 years"	"30-34"	10	8955	Unreliable
	"Vermont"	"50"	"NonCore (non-metro)"	"6"	"35-39 years"	"35-39"	11	8976	Unreliable
	"Vermont"	"50"	"NonCore (non-metro)"	"6"	"40-44 years"	"40-44"	22	10602	207.5
	"Vermont"	"50"	"NonCore (non-metro)"	"6"	"45-49 years"	"45-49"	39	12273	317.8
	"Vermont"	"50"	"NonCore (non-metro)"	"6"	"50-54 years"	"50-54"	70	13691	511.3
	"Vermont"	"50"	"NonCore (non-metro)"	"6"	"55-59 years"	"55-59"	90	13559	663.8
	"Vermont"	"50"	"NonCore (non-metro)"	"6"	"60-64 years "	"60-64"	112	12309	909.9
	"Vermont"	"50"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	116	8656	1340.1
	"Vermont"	"50"	"NonCore (non-metro)"	"6"	"70-74 years"	"70-74"	140	5892	2376.1
	"Vermont"	"50"	"NonCore (non-metro)"	"6"	"75-79 years"	"75-79"	162	4280	3785.0
	"Vermont"	"50"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	230	3508	6556.4
	"Vermont"	"50"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	246	Not Applicable	Not Applicable
	"Vermont"	"50"	"NonCore (non-metro)"	"6"	"90-94 years"	"90-94"	183	Not Applicable	Not Applicable
	"Vermont"	"50"	"NonCore (non-metro)"	"6"	"95-99 years"	"95-99"	70	Not Applicable	Not Applicable
	"Vermont"	"50"	"NonCore (non-metro)"	"6"	"100+ years"	"100+"	17	Not Applicable	Not Applicable
	"Virginia"	"51"	"Large Central Metro"	"1"	"< 1 year"	"1"	123	18551	663.0
	"Virginia"	"51"	"Large Central Metro"	"1"	"1-4 years"	"1-4"	19	64298	Unreliable
	"Virginia"	"51"	"Large Central Metro"	"1"	"5-9 years"	"5-9"	13	69924	Unreliable
	"Virginia"	"51"	"Large Central Metro"	"1"	"15-19 years"	"15-19"	37	73020	50.7
	"Virginia"	"51"	"Large Central Metro"	"1"	"20-24 years"	"20-24"	89	122991	72.4
	"Virginia"	"51"	"Large Central Metro"	"1"	"25-29 years"	"25-29"	89	137318	64.8
	"Virginia"	"51"	"Large Central Metro"	"1"	"30-34 years"	"30-34"	75	109764	68.3
	"Virginia"	"51"	"Large Central Metro"	"1"	"35-39 years"	"35-39"	86	85775	100.3
	"Virginia"	"51"	"Large Central Metro"	"1"	"40-44 years"	"40-44"	153	82551	185.3
	"Virginia"	"51"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	281	82548	340.4
	"Virginia"	"51"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	420	81630	514.5
	"Virginia"	"51"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	526	72394	726.6
	"Virginia"	"51"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	600	61538	975.0
	"Virginia"	"51"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	602	40651	1480.9
	"Virginia"	"51"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	689	28091	2452.7
	"Virginia"	"51"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	830	21559	3849.9
	"Virginia"	"51"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	1015	16966	5982.6
	"Virginia"	"51"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	1206	Not Applicable	Not Applicable
	"Virginia"	"51"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	821	Not Applicable	Not Applicable
	"Virginia"	"51"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	330	Not Applicable	Not Applicable
	"Virginia"	"51"	"Large Central Metro"	"1"	"100+ years"	"100+"	85	Not Applicable	Not Applicable
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"< 1 year"	"1"	381	57392	663.9
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"1-4 years"	"1-4"	43	236843	18.2
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"5-9 years"	"5-9"	43	305998	14.1
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"10-14 years"	"10-14"	28	307208	9.1
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"15-19 years"	"15-19"	123	300577	40.9
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"20-24 years"	"20-24"	223	265578	84.0
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"25-29 years"	"25-29"	227	293384	77.4
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"30-34 years"	"30-34"	242	298147	81.2
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"35-39 years"	"35-39"	286	297543	96.1
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"40-44 years"	"40-44"	446	329223	135.5
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"45-49 years"	"45-49"	781	349288	223.6
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	1213	334518	362.6
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	1484	280377	529.3
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	1930	238501	809.2
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	2123	163256	1300.4
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	2350	112240	2093.7
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	2811	80697	3483.4
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	3730	59071	6314.4
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	3905	Not Applicable	Not Applicable
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	2695	Not Applicable	Not Applicable
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	1042	Not Applicable	Not Applicable
	"Virginia"	"51"	"Large Fringe Metro"	"2"	"100+ years"	"100+"	190	Not Applicable	Not Applicable
	"Virginia"	"51"	"Medium Metro"	"3"	"< 1 year"	"1"	75	6928	1082.6
	"Virginia"	"51"	"Medium Metro"	"3"	"15-19 years"	"15-19"	20	44492	45.0
	"Virginia"	"51"	"Medium Metro"	"3"	"20-24 years"	"20-24"	42	45952	91.4
	"Virginia"	"51"	"Medium Metro"	"3"	"25-29 years"	"25-29"	45	37569	119.8
	"Virginia"	"51"	"Medium Metro"	"3"	"30-34 years"	"30-34"	42	36104	116.3
	"Virginia"	"51"	"Medium Metro"	"3"	"35-39 years"	"35-39"	54	37560	143.8
	"Virginia"	"51"	"Medium Metro"	"3"	"40-44 years"	"40-44"	101	43124	234.2
	"Virginia"	"51"	"Medium Metro"	"3"	"45-49 years"	"45-49"	163	47487	343.3
	"Virginia"	"51"	"Medium Metro"	"3"	"50-54 years"	"50-54"	291	50523	576.0
	"Virginia"	"51"	"Medium Metro"	"3"	"55-59 years"	"55-59"	392	47970	817.2
	"Virginia"	"51"	"Medium Metro"	"3"	"60-64 years "	"60-64"	541	45283	1194.7
	"Virginia"	"51"	"Medium Metro"	"3"	"65-69 years"	"65-69"	559	34262	1631.5
	"Virginia"	"51"	"Medium Metro"	"3"	"70-74 years"	"70-74"	693	25996	2665.8
	"Virginia"	"51"	"Medium Metro"	"3"	"75-79 years"	"75-79"	780	20368	3829.5
	"Virginia"	"51"	"Medium Metro"	"3"	"80-84 years"	"80-84"	1068	15239	7008.3
	"Virginia"	"51"	"Medium Metro"	"3"	"85-89 years"	"85-89"	1059	Not Applicable	Not Applicable
	"Virginia"	"51"	"Medium Metro"	"3"	"90-94 years"	"90-94"	764	Not Applicable	Not Applicable
	"Virginia"	"51"	"Medium Metro"	"3"	"95-99 years"	"95-99"	295	Not Applicable	Not Applicable
	"Virginia"	"51"	"Medium Metro"	"3"	"100+ years"	"100+"	53	Not Applicable	Not Applicable
	"Virginia"	"51"	"Small Metro"	"4"	"< 1 year"	"1"	35	7947	440.4
	"Virginia"	"51"	"Small Metro"	"4"	"5-9 years"	"5-9"	10	41474	Unreliable
	"Virginia"	"51"	"Small Metro"	"4"	"10-14 years"	"10-14"	12	42424	Unreliable
	"Virginia"	"51"	"Small Metro"	"4"	"15-19 years"	"15-19"	25	61012	41.0
	"Virginia"	"51"	"Small Metro"	"4"	"20-24 years"	"20-24"	48	85702	56.0
	"Virginia"	"51"	"Small Metro"	"4"	"25-29 years"	"25-29"	39	48478	80.4
	"Virginia"	"51"	"Small Metro"	"4"	"30-34 years"	"30-34"	49	44050	111.2
	"Virginia"	"51"	"Small Metro"	"4"	"35-39 years"	"35-39"	52	41720	124.6
	"Virginia"	"51"	"Small Metro"	"4"	"40-44 years"	"40-44"	103	46778	220.2
	"Virginia"	"51"	"Small Metro"	"4"	"45-49 years"	"45-49"	151	50484	299.1
	"Virginia"	"51"	"Small Metro"	"4"	"50-54 years"	"50-54"	243	50799	478.4
	"Virginia"	"51"	"Small Metro"	"4"	"55-59 years"	"55-59"	307	47267	649.5
	"Virginia"	"51"	"Small Metro"	"4"	"60-64 years "	"60-64"	399	44021	906.4
	"Virginia"	"51"	"Small Metro"	"4"	"65-69 years"	"65-69"	448	32890	1362.1
	"Virginia"	"51"	"Small Metro"	"4"	"70-74 years"	"70-74"	568	25108	2262.2
	"Virginia"	"51"	"Small Metro"	"4"	"75-79 years"	"75-79"	688	18718	3675.6
	"Virginia"	"51"	"Small Metro"	"4"	"80-84 years"	"80-84"	938	14674	6392.3
	"Virginia"	"51"	"Small Metro"	"4"	"85-89 years"	"85-89"	960	Not Applicable	Not Applicable
	"Virginia"	"51"	"Small Metro"	"4"	"90-94 years"	"90-94"	670	Not Applicable	Not Applicable
	"Virginia"	"51"	"Small Metro"	"4"	"95-99 years"	"95-99"	273	Not Applicable	Not Applicable
	"Virginia"	"51"	"Small Metro"	"4"	"100+ years"	"100+"	52	Not Applicable	Not Applicable
